Summary,Rating,cluster
Star Wars The Force Unleashed Star Wars video game takes place films Star Wars Episode III Revenge Sith Star Wars Episode IV A New Hope It centerpiece Star Wars The Force Unleashed multimedia project Star Wars The Force Unleashed completely reimagines scope scale Force casts players Darth Vaders Secret Apprentice unveiling new revelations Star Wars galaxy seen eyes mysterious new character armed unprecedented powers The game showcases Digital Molecular Matter DMM extremely detailed realistic material physics engine developed Pixelux Euphoria realistic biomechanical AI engine NaturalMotion,3.2,1
Shovel Knight Treasure Trove full complete edition Shovel Knight sweeping classic actionadventure game series awesome gameplay memorable characters 8bit retro aesthetic Run jump battle Shovel Knight wielder Shovel Blade quest lost beloved Take nefarious knights Order No Quarter confront menacing leader The Enchantress But thats everything Shovel Knight Treasure Trove also features four additional games unto Take control Plague Knight Specter Knight King Knight adventures battle local four player Showdown Together form grand sweeping saga With Shovel Knight Treasure Trove get Play friend Shovel Hopes cooperative campaign test mettle fullfeatured challenge modes battle together Showdown change game Body Swap mode Uphold virtues Shovelry earn relics riches discover true meaning shovel justice,4.3,0
Ghost Tsushima Directors Cut Includes Full game Iki Island expansion New story minigames enemy types Legends online coop mode Digital mini art book Dark Horse Directors commentary The creative team sits renowned Japanese historian look world Ghost Tsushima compares reallife events inspired One Technique Point Charm Hachimans Favour Hero Tsushima Skin Set Golden Mask Sword Kit Horse Saddle,4.2,0
Under influence group evil Tikis animals Donkey Kong Island raided Donkey Kongs banana hoard stolen stash bananas ape large appetites understandably wants back Good thing along ride With Donkey Kong Country Returns Retro Studios brings Donkey Kong back banana platforming hungry public new sidescrolling adventure familiar characters new levels reignite passion players Super NES original things Donkey Kong,3.9,1
Street Fighter III 3rd Strike Fight Future 2D competitive fighting game produced Capcom originally released arcade 1999 It second followup Street Fighter III following Street Fighter III 2nd Impact Like predecessors runs CP System III hardware 3rd Strike increased character roster adding five new characters including ChunLi It also added refinements previous games play mechanics rules It ported Dreamcast PlayStation 2 Xbox A downloadable online version titled Street Fighter III 3rd Strike Online Edition released PlayStation Network Xbox Live Arcade August 211,4.2,5
Return Monkey Island longawaited followup legendary Secret Monkey Island Monkey Island 2 LeChucks Revenge Ron Gilberts Terrible Toybox collaboration Devolver Digital Lucasfilm Games coming 222,4.0,1
In Deus Ex Human Revolution play Adam Jensen security specialist handpicked oversee defense one Americas experimental biotechnology firms But black ops team breaks kills scientists hired protect everything thought knew job changes At time scientific advancements routinely turning athletes soldiers spies superenhanced beings someone working hard ensure mankinds evolution follows particular path You need discover decisions take choices make things determine mankinds future,3.8,4
Spyro Reignited Trilogy collection remasters first three games Spyro series Spyro Dragon 1998 Riptos Rage 1999 Year Dragon 2,3.9,2
Chicory A Colorful Tale adventure game dog wielding magic paintbrush Use power art explore solve puzzles help animal friends restore color world,4.1,1
Earth threat Ruffians mutants bred boost dwindling food stocks turned masters As young resistance fighter face onslaught biogenetic monsters corrupt military forces battle save planet For first time outside Japan experience nonstop action Nintendo 64 classic created shoot em masters Treasure Co Ltd Battle across land sea sky collect energy time point bonuses rack massive combos earn extra continues face wrath enormous bosses Plus invite friend join controlling gun sight move character,4.0,0
The Hearthian space program detected anomaly cant attributed known location solar system Grab flashlight prepare illuminate darkest secrets Outer Wilds first DLC Outer Wilds Echoes Eye,4.5,1
New Super Mario Bros 2 sidescrolling 25D actionadventure platform game Nintendo 3DS As direct sequel New Super Mario Bros indirect followup New Super Mario Bros Wii The games main focus coins primary goal collect one million To reach goal game includes many new items aid player Gold Flower turns Mario Gold Mario,2.9,3
Wolfenstein II The New Colossus eleventh installment Wolfenstein series sequel 214s Wolfenstein The New Order The game follows main protagonist William Joseph BJ Blazkowicz efforts ignite Second American Revolution The game played firstperson perspective levels navigated foot The story arranged chapters players complete order progress A binary choice prologue alters games entire storyline characters small plot points replaced throughout timelines The game features variety weapons dual wielded A cover system also present,3.5,2
